"Country","Stage","dim3","CostItem","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
"BG000000","COCO2","UVAG","REPB",,,,,,735.529256,732.846111,758.808474,637.202558,804.451617,819.111401,845.573919,845.601353,835.117368,832.375312,818.441868,850.005395,881.100975,918.419923,920.413561,964.390963,1000,1030.048077,1111.33784,1224.682725,1303.17941,1306.986827
"BG000000","COCO2","UVAG","REPM",,,,,,758.664305,759.87007,771.329301,790.878409,810.943182,831.052673,860.429175,875.304013,877.320172,788.493114,757.352652,858.146359,973.397951,918.433143,920.379771,964.277343,1000,1030.010592,1244.255427,1411.043537,1487.23925,1507.932191
"BG000000","COCO2","UVAG","SEED",,,,,,884.958526,895.570913,931.004631,919.049623,887.312443,928.894208,950.710899,978.036386,929.338666,928.78452,961.890618,953.478038,981.998971,1124.660326,1127.003699,1068.478261,1000,1000.942951,991.944764,1087.235207,1156.851255,1182.22633
"BG000000","COCO2","UVAG","SERI",,,,,,753.379088,755.248614,768.059271,783.720271,798.742067,806.809307,829.232597,847.862985,852.38741,743.643226,756.188263,843.976608,895.562321,889.765207,908.53165,944.568576,1000,1056.981787,1129.926788,1260.993413,1350.504681,1381.606417
"BG000000","COCO2","UVAG","WATR",,,,,,845.162476,832.261022,855.029649,857.631398,841.916732,819.949958,827.830057,844.151937,845.418459,480.184555,464.185692,525.138679,591.608928,928.526312,932.168479,914.892579,1000,1034.66146,1143.836292,1304.77715,1429.789062,1428.751068
"BG000000","COCO2","UVAP","EFUL",,,,,,257.736958,261.228842,294.71208,296.397245,354.078927,348.666423,402.926574,429.581748,439.876073,415.611053,458.194792,617.134399,639.914831,611.070845,634.427697,685.174378,795,858.1,944.4,1159.3,916.1,948.681213
"BG000000","COCO2","UVAP","EGAS",,,,,,374.683796,416.194341,430.184191,414.75261,448.051604,429.67403,495.1,394.1,575.3,573.3,432.8,489.9,513.3,559.2,601.866844,686.773211,778.3,846.9,923,1145.3,907.1,951.178733
"BG000000","COCO2","UVAP","ELEC",,,,,,801.210055,790.632052,765.968253,937.791451,756.018038,760.8582,759.679955,792.205716,814.698995,803.77479,796.683706,798.067258,813.507455,807.021146,808.853119,911.955737,1000,1002.087683,1049.364896,1179.292929,1238.044633,1120.328826
"BG000000","COCO2","UVAP","ELUB",,,,,,744.616158,744.113353,739.219946,743.390929,722.233845,715.316938,742.784634,761.76688,763.193766,779.86315,749.062793,848.748583,962.764479,907.894737,914.285714,951.612903,1000,1054.347826,1102.362205,1246.428571,1303.797468,1299.564037
"BG000000","COCO2","UVAP","FENE",,,,,,,,,,,,,,,,,,,,,,83.8,84.2,149.4,165.8,97.9,
"BG000000","COCO2","UVAP","FPRO",,,,,,,,,,,,,,,,,,,,,,766,1033,1069.3,914.2,966.8,
"BG000000","COCO2","UVAP","ICAF",,,,,,138.631751,112.115231,96.284759,103.556581,112.159521,116.618052,110.216906,86.444309,93.874603,106.268893,94.263558,100.532875,91.659017,79.5261,95.185035,90.762996,90.657964,,88.727836,87.818184,88.341829,88.632823
"BG000000","COCO2","UVAP","INPO",,,,,,860.878205,866.789751,869.520619,866.994037,857.223214,887.457999,893.746098,896.522762,911.827119,788.470255,789.473684,858.222654,973.492439,918.45171,920.357093,964.278793,1000,1032.992863,1104.315767,1232.357644,1190.598048,1350.185739
"BG000000","COCO2","UVAP","IPHA",,,,,,729.588445,716.443053,733.398771,741.644732,747.739394,747.202915,765.163596,788.673866,808.757881,818.951256,824.731622,857.237727,870.04903,868.027766,869.790608,893.940974,1000,994.952626,1018.872549,1079.967471,1143.657496,1139.108524
"BG000000","COCO2","UVAP","NITF",,,,,,,,,,,,,,,,,,,,,,474,510.2,591,763.4,858.2,
"BG000000","COCO2","UVAP","PHOF",,,,,,,,,,,,,,,,,,,,,,1511.7,951.8,1101,1032.9,1829.8,
"BG000000","COCO2","UVAP","PLAP",,,,,,889.442647,895.402652,917.115005,929.477006,964.481029,972.588793,970.825269,990.459707,1008.938894,998.105641,1007.314447,1013.341503,901.365987,1045.382,1047.643979,1076.678618,1000,1013.981481,1007.908977,1005.926553,1016.000921,1010.919338
"BG000000","COCO2","UVAP","POTF",,,,,,,,,,,,,,,,,,,,,,482.3,499.4,499.4,715.8,715.8,
"BG000000","COCO2","UVAP","REPB",,,,,,735.529256,732.846111,758.808474,637.202558,804.451617,819.111401,845.573919,845.601353,835.117368,832.375312,818.441868,850.005395,881.100975,918.419923,920.413561,964.390963,1000,1030.048077,1111.33784,1224.682725,1303.17941,1306.986827
"BG000000","COCO2","UVAP","REPM",,,,,,758.664305,759.87007,771.329301,790.878409,810.943182,831.052673,860.429175,875.304013,877.320172,788.493114,757.352652,858.146359,973.397951,918.433143,920.379771,964.277343,1000,1030.010592,1244.255427,1411.043537,1487.23925,1507.932191
"BG000000","COCO2","UVAP","SEED",,,,,,884.958526,895.570913,931.004631,919.049623,887.312443,928.894208,950.710899,978.036386,929.338666,928.78452,961.890618,953.478038,981.998971,1124.660326,1127.003699,1068.478261,1000,1000.942951,991.944764,1087.235207,1156.851255,1182.22633
"BG000000","COCO2","UVAP","SERI",,,,,,753.379088,755.248614,768.059271,783.720271,798.742067,806.809307,829.232597,847.862985,852.38741,743.643226,756.188263,843.976608,895.562321,889.765207,908.53165,944.568576,1000,1056.981787,1129.926788,1260.993413,1350.504681,1381.606417
"BG000000","COCO2","UVAP","WATR",,,,,,845.162476,832.261022,855.029649,857.631398,841.916732,819.949958,827.830057,844.151937,845.418459,480.184555,464.185692,525.138679,591.608928,928.526312,932.168479,914.892579,1000,1034.66146,1143.836292,1304.77715,1429.789062,1428.751068
"BL000000","COCO1","CAFF","ICAF",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","CAFR","ICAF",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","CAMF","ICAM",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","CAMR","ICAM",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","HEIR","IHEI",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","PIGF","IPIG",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","SCOW","ICOW",246.725142,250.534485,257.144427,259.1893,259.370517,246.846969,218.853574,279.343337,292.363972,298.658941,301.393248,320.468019,347.35807,323.188421,283.000016,265.477341,270.540902,279.647935,372.577185,328.074248,332.969834,319.665734,327.231728,327.849611,326.472444,298.959509,325.175506
"BL000000","COCO1","SHGF","ILAM",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO1","SHGM","ILAM",702.269451,704.418545,641.520171,663.978659,628.186036,673.092081,800,754.13875,729.238534,691.631867,616.534535,610.260054,645.458724,678.311996,739.257581,777.433385,785.936149,756.671972,625.027831,522.198164,615.326959,703.633103,802.989148,817.719161,713.950902,221.595161,574.076349
"BL000000","COCO1","SOWS","IPIG",497.530405,491.712887,477.293131,457.908263,493.107974,427.723673,485.126136,430.040964,443.211839,477.884702,433.00693,395.524333,389.693516,396.371008,415.338543,415.050613,411.4355,381.384085,397.681289,384.045295,341.963315,342.595711,347.696798,368.171746,325.846139,323.332609,321.84894
"BL000000","COCO1","UVAB","EFUL",294.9,311.5,176.7,156.1,138.4,162.7,178.9,184,162.3,177.4,169.2,163.2,192.9,193.4,155.8,182.2,303.2,275.3,252.5,264.7,312.7,424.4,473.4,485.2,608.9,410.4,457.324576
"BL000000","COCO1","UVAB","EGAS",294,311.5,176.7,156.1,138.4,162.7,178.9,184,162.3,177.4,169.2,163.2,192.9,193.4,155.8,182.2,303.2,275.3,252.5,260.6,290.805124,349.123001,343.714247,323.052455,334.606998,321.202781,324.165454
"BL000000","COCO1","UVAB","ELEC",825.375116,833.010618,817.333679,805.287184,805.172317,817.205133,806.415954,781.259776,956.513192,771.110919,776.047708,774.84594,808.021034,830.963361,819.82107,517.769667,852.612592,910.437756,1118.473232,1011.435201,1002.30305,1000,997.4913,994.704528,1003.105825,1204.264777,1142.082293
"BL000000","COCO1","UVAB","ELUB",814.801076,816.640221,804.449306,794.456984,788.971109,828.336898,822.150807,815.005862,819.136921,795.824087,788.2024,818.468848,1311.5727,1055.282555,823.649337,866.53185,1122.232916,918.614719,1116.107931,1008.244023,1000,1000,1000,1000,1107.738998,1376.025065,1431.077326
"BL000000","COCO1","UVAB","INPO",678.671643,692.401489,698.850735,701.253176,682.681396,692.975438,700.078548,704.188863,702.142689,694.229703,718.715607,723.808079,726.056785,738.451151,725.262221,740.866629,545.201652,755.365231,1271.292032,1263.706401,984.163582,836.038701,716.424981,637.566067,712.892399,703.918479,735.237018
"BL000000","COCO1","UVAB","IPHA",871.027027,875.280212,915.971959,964.622642,940.738904,919.708572,924.457541,937.503871,985.566876,978.775976,965.673612,1003.411193,1038.212328,1038.484966,1083.365327,1090.663136,1112.099949,1110.424276,1053.017726,1060.414116,1000.153909,1000,999.799529,999.571224,1052.312209,1093.454096,1149.333613
"BL000000","COCO1","UVAB","PLAP",868.255496,870.791827,907.004492,956.854366,930.43598,908.36248,912.014743,927.520214,973.80886,969.040424,953.228501,988.309247,1025.46492,1025.119054,1068.440648,1062.446633,1080.374646,1078.5386,1043.764679,996.880397,998.212091,1000,1001.71082,1003.793705,1061.300587,1171.367894,1234.869517
"BL000000","COCO1","UVAB","REPB",731.438946,736.061466,735.753299,737.581249,740.815959,749.972745,747.236912,773.709095,649.715219,820.248526,835.196182,862.178341,862.206313,851.516456,848.720555,834.513502,866.696837,898.403037,894.341527,887.161537,931.691514,1000,1099.286953,1226.347575,1294.84381,1285.560838,1352.263505
"BL000000","COCO1","UVAB","REPM",703.930383,716.504053,717.84844,723.292503,733.059927,743.317079,744.498452,755.725871,1309.94705,1292.590988,1244.863563,1203.111078,1082.041284,948.322519,865.848808,779.847371,727.767965,662.621306,753.4329,989.768956,1000.290101,1000,999.727891,999.059588,928.585666,841.118685,895.47064
"BL000000","COCO1","UVAB","SEED",655.27581,615.367699,677.439212,681.380633,732.965009,800.201776,782.035376,784.834825,788.9074,824.32118,863.51563,981.274539,945.189595,879.97154,927.090108,903.878903,909.393614,919.341948,949.027094,939.135288,1001.323919,1000,998.56724,997.160737,985.843503,1010.842697,1015.852156
"BL000000","COCO1","UVAB","SERI",892.633868,896.560641,921.278074,937.833449,930.520571,933.405876,956.73358,963.211951,979.939641,1008.738394,1030.546624,1063.629918,1042.880622,1012.520638,1023.231415,1039.23445,1045.629545,1067.468466,1091.5986,1102.605152,1024.730103,1000,1103.821441,1133.186813,1010.826772,854.604651,866.604651
"BL000000","COCO1","UVAB","WATR",629.243089,641.254943,624.783126,587.021536,581.747924,604.534812,612.564007,639.100002,657.30762,670.807313,683.407132,734.176265,790.257675,811.63984,808.338129,829.333606,915.120168,974.606366,1038.040117,1046.786272,1020.140915,1000,982.129738,965.115387,1062.067087,930.050684,994.89334
"BL000000","COCO1","UVAG","ELEC",825.375116,833.010618,817.333679,805.287184,805.172317,817.205133,806.415954,781.259776,956.513192,771.110919,776.047708,774.84594,808.021034,830.963361,819.82107,517.769667,852.612592,910.437756,1118.473232,1011.435201,1002.30305,1000,997.4913,994.704528,1003.105825,1204.264777,1142.082293
"BL000000","COCO1","UVAG","ELUB",814.801076,816.640221,804.449306,794.456984,788.971109,828.336898,822.150807,815.005862,819.136921,795.824087,788.2024,818.468848,1311.5727,1055.282555,823.649337,866.53185,1122.232916,918.614719,1116.107931,1008.244023,1000,1000,1000,1000,1107.738998,1376.025065,1431.077326
"BL000000","COCO1","UVAG","INPO",678.671643,692.401489,698.850735,701.253176,682.681396,692.975438,700.078548,704.188863,702.142689,694.229703,718.715607,723.808079,726.056785,738.451151,725.262221,740.866629,545.201652,755.365231,1271.292032,1263.706401,984.163582,836.038701,716.424981,637.566067,712.892399,703.918479,735.237018
"BL000000","COCO1","UVAG","IPHA",871.027027,875.280212,915.971959,964.622642,940.738904,919.708572,924.457541,937.503871,985.566876,978.775976,965.673612,1003.411193,1038.212328,1038.484966,1083.365327,1090.663136,1112.099949,1110.424276,1053.017726,1060.414116,1000.153909,1000,999.799529,999.571224,1052.312209,1093.454096,1149.333613
"BL000000","COCO1","UVAG","PLAP",868.255496,870.791827,907.004492,956.854366,930.43598,908.36248,912.014743,927.520214,973.80886,969.040424,953.228501,988.309247,1025.46492,1025.119054,1068.440648,1062.446633,1080.374646,1078.5386,1043.764679,996.880397,998.212091,1000,1001.71082,1003.793705,1061.300587,1171.367894,1234.869517
"BL000000","COCO1","UVAG","REPB",731.438946,736.061466,735.753299,737.581249,740.815959,749.972745,747.236912,773.709095,649.715219,820.248526,835.196182,862.178341,862.206313,851.516456,848.720555,834.513502,866.696837,898.403037,894.341527,887.161537,931.691514,1000,1099.286953,1226.347575,1294.84381,1285.560838,1352.263505
"BL000000","COCO1","UVAG","REPM",703.930383,716.504053,717.84844,723.292503,733.059927,743.317079,744.498452,755.725871,1309.94705,1292.590988,1244.863563,1203.111078,1082.041284,948.322519,865.848808,779.847371,727.767965,662.621306,753.4329,989.768956,1000.290101,1000,999.727891,999.059588,928.585666,841.118685,895.47064
"BL000000","COCO1","UVAG","SEED",655.27581,615.367699,677.439212,681.380633,732.965009,800.201776,782.035376,784.834825,788.9074,824.32118,863.51563,981.274539,945.189595,879.97154,927.090108,903.878903,909.393614,919.341948,949.027094,939.135288,1001.323919,1000,998.56724,997.160737,985.843503,1010.842697,1015.852156
"BL000000","COCO1","UVAG","SERI",892.633868,896.560641,921.278074,937.833449,930.520571,933.405876,956.73358,963.211951,979.939641,1008.738394,1030.546624,1063.629918,1042.880622,1012.520638,1023.231415,1039.23445,1045.629545,1067.468466,1091.5986,1102.605152,1024.730103,1000,1103.821441,1133.186813,1010.826772,854.604651,866.604651
"BL000000","COCO1","UVAG","WATR",629.243089,641.254943,624.783126,587.021536,581.747924,604.534812,612.564007,639.100002,657.30762,670.807313,683.407132,734.176265,790.257675,811.63984,808.338129,829.333606,915.120168,974.606366,1038.040117,1046.786272,1020.140915,1000,982.129738,965.115387,1062.067087,930.050684,994.89334
"BL000000","COCO1","UVAP","EFUL",294.9,311.5,176.7,156.1,138.4,162.7,178.9,184,162.3,177.4,169.2,163.2,192.9,193.4,155.8,182.2,303.2,275.3,252.5,264.7,312.7,424.4,473.4,485.2,608.9,410.4,457.324576
"BL000000","COCO1","UVAP","EGAS",294,311.5,176.7,156.1,138.4,162.7,178.9,184,162.3,177.4,169.2,163.2,192.9,193.4,155.8,182.2,303.2,275.3,252.5,260.6,290.805124,349.123001,343.714247,323.052455,334.606998,321.202781,324.165454
"BL000000","COCO1","UVAP","ELEC",825.375116,833.010618,817.333679,805.287184,805.172317,817.205133,806.415954,781.259776,956.513192,771.110919,776.047708,774.84594,808.021034,830.963361,819.82107,517.769667,852.612592,910.437756,1118.473232,1011.435201,1002.30305,1000,997.4913,994.704528,1003.105825,1204.264777,1142.082293
"BL000000","COCO1","UVAP","ELUB",814.801076,816.640221,804.449306,794.456984,788.971109,828.336898,822.150807,815.005862,819.136921,795.824087,788.2024,818.468848,1311.5727,1055.282555,823.649337,866.53185,1122.232916,918.614719,1116.107931,1008.244023,1000,1000,1000,1000,1107.738998,1376.025065,1431.077326
"BL000000","COCO1","UVAP","FENE",209.9,196.3,223.5,199.5,203.6,204.1,185.5,204.1,198.9,198.9,194.3,186.6,195.5,178.4,161.2,169.8,168.1,193.8,197.8,197.7,274.9,176.5,191.7,222.4,257.4,209.2,
"BL000000","COCO1","UVAP","FPRO",542,473.7,424.3,408.7,531.2,519.4,518,524.9,527.6,506.7,493.7,504.7,589.3,668.1,750.6,588.1,621.8,728.4,835.6,700.5,,,,,,,
"BL000000","COCO1","UVAP","ICAF",,,,,,,,,,,,,,,,,,,,,,,,,,154.348159,153.011276
"BL000000","COCO1","UVAP","INPO",678.671643,692.401489,698.850735,701.253176,682.681396,692.975438,700.078548,704.188863,702.142689,694.229703,718.715607,723.808079,726.056785,738.451151,725.262221,740.866629,545.201652,755.365231,1271.292032,1263.706401,984.163582,836.038701,716.424981,637.566067,712.892399,703.918479,735.237018
"BL000000","COCO1","UVAP","IPHA",871.027027,875.280212,915.971959,964.622642,940.738904,919.708572,924.457541,937.503871,985.566876,978.775976,965.673612,1003.411193,1038.212328,1038.484966,1083.365327,1090.663136,1112.099949,1110.424276,1053.017726,1060.414116,1000.153909,1000,999.799529,999.571224,1052.312209,1093.454096,1149.333613
"BL000000","COCO1","UVAP","NITF",598.4,650.1,570.8,514.9,533.3,511.6,513.2,539.1,499.5,473.4,452,570.8,561.1,496.9,506.1,452.2,602.5,676,587.8,616.1,,,,,,,
"BL000000","COCO1","UVAP","PHOF",713.4,747.1,762.6,615.1,613.8,670.8,701.8,657.9,667.9,686.4,619.2,641.3,650.3,651.1,585.3,723,723,724.8,730.6,631.1,,,,,,,
"BL000000","COCO1","UVAP","PLAP",868.255496,870.791827,907.004492,956.854366,930.43598,908.36248,912.014743,927.520214,973.80886,969.040424,953.228501,988.309247,1025.46492,1025.119054,1068.440648,1062.446633,1080.374646,1078.5386,1043.764679,996.880397,998.212091,1000,1001.71082,1003.793705,1061.300587,1171.367894,1234.869517
"BL000000","COCO1","UVAP","POTF",311.4,345.7,369.9,355.8,321.8,327.6,324.8,325.8,327,318.3,296.4,326.7,332.6,309.7,334.4,384.2,387.3,390.4,398.3,362.5,,,,,,,
"BL000000","COCO1","UVAP","REPB",731.438946,736.061466,735.753299,737.581249,740.815959,749.972745,747.236912,773.709095,649.715219,820.248526,835.196182,862.178341,862.206313,851.516456,848.720555,834.513502,866.696837,898.403037,894.341527,887.161537,931.691514,1000,1099.286953,1226.347575,1294.84381,1285.560838,1352.263505
"BL000000","COCO1","UVAP","REPM",703.930383,716.504053,717.84844,723.292503,733.059927,743.317079,744.498452,755.725871,1309.94705,1292.590988,1244.863563,1203.111078,1082.041284,948.322519,865.848808,779.847371,727.767965,662.621306,753.4329,989.768956,1000.290101,1000,999.727891,999.059588,928.585666,841.118685,895.47064
"BL000000","COCO1","UVAP","SEED",655.27581,615.367699,677.439212,681.380633,732.965009,800.201776,782.035376,784.834825,788.9074,824.32118,863.51563,981.274539,945.189595,879.97154,927.090108,903.878903,909.393614,919.341948,949.027094,939.135288,1001.323919,1000,998.56724,997.160737,985.843503,1010.842697,1015.852156
"BL000000","COCO1","UVAP","SERI",892.633868,896.560641,921.278074,937.833449,930.520571,933.405876,956.73358,963.211951,979.939641,1008.738394,1030.546624,1063.629918,1042.880622,1012.520638,1023.231415,1039.23445,1045.629545,1067.468466,1091.5986,1102.605152,1024.730103,1000,1103.821441,1133.186813,1010.826772,854.604651,866.604651
"BL000000","COCO1","UVAP","WATR",629.243089,641.254943,624.783126,587.021536,581.747924,604.534812,612.564007,639.100002,657.30762,670.807313,683.407132,734.176265,790.257675,811.63984,808.338129,829.333606,915.120168,974.606366,1038.040117,1046.786272,1020.140915,1000,982.129738,965.115387,1062.067087,930.050684,994.89334
"BL000000","COCO2","CAFF","ICAF",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","CAFR","ICAF",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","CAMF","ICAM",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","CAMR","ICAM",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","HEIR","IHEI",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","PIGF","IPIG",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","SCOW","ICOW",246.725142,250.534485,257.144427,259.1893,259.370517,246.846969,218.853574,279.343337,292.363972,298.658941,301.393248,320.468019,347.35807,323.188421,283.000016,265.477341,270.540902,279.647935,372.577185,328.074248,332.969834,319.665734,327.231728,327.849611,326.472444,298.959509,325.175506
"BL000000","COCO2","SHGF","ILAM",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BL000000","COCO2","SHGM","ILAM",702.269451,704.418545,641.520171,663.978659,628.186036,673.092081,800,754.13875,729.238534,691.631867,616.534535,610.260054,645.458724,678.311996,739.257581,777.433385,785.936149,756.671972,625.027831,522.198164,615.326959,703.633103,802.989148,817.719161,713.950902,221.595161,574.076349
"BL000000","COCO2","SOWS","IPIG",497.530405,491.712887,477.293131,457.908263,493.107974,427.723673,485.126136,430.040964,443.211839,477.884702,433.00693,395.524333,389.693516,396.371008,415.338543,415.050613,411.4355,381.384085,397.681289,384.045295,341.963315,342.595711,347.696798,368.171746,325.846139,323.332609,321.84894
"BL000000","COCO2","UVAB","EFUL",294.9,311.5,176.7,156.1,138.4,162.7,178.9,184,162.3,177.4,169.2,163.2,192.9,193.4,155.8,182.2,303.2,275.3,252.5,264.7,312.7,424.4,473.4,485.2,608.9,410.4,457.324576
"BL000000","COCO2","UVAB","EGAS",294,311.5,176.7,156.1,138.4,162.7,178.9,184,162.3,177.4,169.2,163.2,192.9,193.4,155.8,182.2,303.2,275.3,252.5,260.6,290.805124,349.123001,343.714247,323.052455,334.606998,321.202781,324.165454
"BL000000","COCO2","UVAB","ELEC",825.375116,833.010618,817.333679,805.287184,805.172317,817.205133,806.415954,781.259776,956.513192,771.110919,776.047708,774.84594,808.021034,830.963361,819.82107,517.769667,852.612592,910.437756,1118.473232,1011.435201,1002.30305,1000,997.4913,994.704528,1003.105825,1204.264777,1142.082293
"BL000000","COCO2","UVAB","ELUB",814.801076,816.640221,804.449306,794.456984,788.971109,828.336898,822.150807,815.005862,819.136921,795.824087,788.2024,818.468848,1311.5727,1055.282555,823.649337,866.53185,1122.232916,918.614719,1116.107931,1008.244023,1000,1000,1000,1000,1107.738998,1376.025065,1431.077326
"BL000000","COCO2","UVAB","INPO",678.671643,692.401489,698.850735,701.253176,682.681396,692.975438,700.078548,704.188863,702.142689,694.229703,718.715607,723.808079,726.056785,738.451151,725.262221,740.866629,545.201652,755.365231,1271.292032,1263.706401,984.163582,836.038701,716.424981,637.566067,712.892399,703.918479,735.237018
"BL000000","COCO2","UVAB","IPHA",871.027027,875.280212,915.971959,964.622642,940.738904,919.708572,924.457541,937.503871,985.566876,978.775976,965.673612,1003.411193,1038.212328,1038.484966,1083.365327,1090.663136,1112.099949,1110.424276,1053.017726,1060.414116,1000.153909,1000,999.799529,999.571224,1052.312209,1093.454096,1149.333613
"BL000000","COCO2","UVAB","PLAP",868.255496,870.791827,907.004492,956.854366,930.43598,908.36248,912.014743,927.520214,973.80886,969.040424,953.228501,988.309247,1025.46492,1025.119054,1068.440648,1062.446633,1080.374646,1078.5386,1043.764679,996.880397,998.212091,1000,1001.71082,1003.793705,1061.300587,1171.367894,1234.869517
"BL000000","COCO2","UVAB","REPB",731.438946,736.061466,735.753299,737.581249,740.815959,749.972745,747.236912,773.709095,649.715219,820.248526,835.196182,862.178341,862.206313,851.516456,848.720555,834.513502,866.696837,898.403037,894.341527,887.161537,931.691514,1000,1099.286953,1226.347575,1294.84381,1285.560838,1352.263505
"BL000000","COCO2","UVAB","REPM",703.930383,716.504053,717.84844,723.292503,733.059927,743.317079,744.498452,755.725871,1309.94705,1292.590988,1244.863563,1203.111078,1082.041284,948.322519,865.848808,779.847371,727.767965,662.621306,753.4329,989.768956,1000.290101,1000,999.727891,999.059588,928.585666,841.118685,895.47064
"BL000000","COCO2","UVAB","SEED",655.27581,615.367699,677.439212,681.380633,732.965009,800.201776,782.035376,784.834825,788.9074,824.32118,863.51563,981.274539,945.189595,879.97154,927.090108,903.878903,909.393614,919.341948,949.027094,939.135288,1001.323919,1000,998.56724,997.160737,985.843503,1010.842697,1015.852156
"BL000000","COCO2","UVAB","SERI",892.633868,896.560641,921.278074,937.833449,930.520571,933.405876,956.73358,963.211951,979.939641,1008.738394,1030.546624,1063.629918,1042.880622,1012.520638,1023.231415,1039.23445,1045.629545,1067.468466,1091.5986,1102.605152,1024.730103,1000,1103.821441,1133.186813,1010.826772,854.604651,866.604651
"BL000000","COCO2","UVAB","WATR",629.243089,641.254943,624.783126,587.021536,581.747924,604.534812,612.564007,639.100002,657.30762,670.807313,683.407132,734.176265,790.257675,811.63984,808.338129,829.333606,915.120168,974.606366,1038.040117,1046.786272,1020.140915,1000,982.129738,965.115387,1062.067087,930.050684,994.89334
"BL000000","COCO2","UVAG","ELEC",825.375116,833.010618,817.333679,805.287184,805.172317,817.205133,806.415954,781.259776,956.513192,771.110919,776.047708,774.84594,808.021034,830.963361,819.82107,517.769667,852.612592,910.437756,1118.473232,1011.435201,1002.30305,1000,997.4913,994.704528,1003.105825,1204.264777,1142.082293
"BL000000","COCO2","UVAG","ELUB",814.801076,816.640221,804.449306,794.456984,788.971109,828.336898,822.150807,815.005862,819.136921,795.824087,788.2024,818.468848,1311.5727,1055.282555,823.649337,866.53185,1122.232916,918.614719,1116.107931,1008.244023,1000,1000,1000,1000,1107.738998,1376.025065,1431.077326
"BL000000","COCO2","UVAG","INPO",678.671643,692.401489,698.850735,701.253176,682.681396,692.975438,700.078548,704.188863,702.142689,694.229703,718.715607,723.808079,726.056785,738.451151,725.262221,740.866629,545.201652,755.365231,1271.292032,1263.706401,984.163582,836.038701,716.424981,637.566067,712.892399,703.918479,735.237018
"BL000000","COCO2","UVAG","IPHA",871.027027,875.280212,915.971959,964.622642,940.738904,919.708572,924.457541,937.503871,985.566876,978.775976,965.673612,1003.411193,1038.212328,1038.484966,1083.365327,1090.663136,1112.099949,1110.424276,1053.017726,1060.414116,1000.153909,1000,999.799529,999.571224,1052.312209,1093.454096,1149.333613
"BL000000","COCO2","UVAG","PLAP",868.255496,870.791827,907.004492,956.854366,930.43598,908.36248,912.014743,927.520214,973.80886,969.040424,953.228501,988.309247,1025.46492,1025.119054,1068.440648,1062.446633,1080.374646,1078.5386,1043.764679,996.880397,998.212091,1000,1001.71082,1003.793705,1061.300587,1171.367894,1234.869517
"BL000000","COCO2","UVAG","REPB",731.438946,736.061466,735.753299,737.581249,740.815959,749.972745,747.236912,773.709095,649.715219,820.248526,835.196182,862.178341,862.206313,851.516456,848.720555,834.513502,866.696837,898.403037,894.341527,887.161537,931.691514,1000,1099.286953,1226.347575,1294.84381,1285.560838,1352.263505
