"Country","dim2","CostItem","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
"EL000000","OLIV","PLAP",,,,,,,,,,67.146942,65.146414,74.741086,22.152537,20.169072,16.586466,14.543,15.219015,15.098915,13.868561,39.290655,51.510616,49.486055,39.864815,37.922896,30.797069,30.192212
"EL000000","OLIV","POTF",22.306397,22.176713,22.355782,22.252628,22.52896,22.612911,22.40925,22.564057,22.47415,22.510508,22.471493,22.514368,22.471823,22.400708,22.377232,21.963005,22.655647,22.559728,22.625762,22.659555,22.251677,22.595231,22.215453,22.015718,22.2716,15
"EL000000","OLIV","REPB",,,,,,,,,,0.924299,0.985511,1.079442,1.286319,1.227224,1.296718,1.228728,1.591104,1.1893,1.714206,1.803651,1.983083,2.259645,2.291292,2.271965,2.276881,2.377329
"EL000000","OLIV","REPM",,,,,,,,,,17.333949,17.672763,22.712023,22.994406,24.711185,21.334688,19.700251,24.141746,16.786178,20.732583,19.576626,18.182345,18.532544,19.927921,21.301314,18.296803,18.573861
"EL000000","OLIV","SEED",,,,,,,,,,56.711681,61.118734,70.375612,100.757084,86.62233,61.001462,44.767652,75.716589,39.340735,61.4282,43.521269,58.6283,63.157284,51.500853,50.769886,50.284391,52.417871
"EL000000","OVEG","EFUL",,,,,,,,,,16.193448,16.114122,16.196907,16.174978,16.202987,16.021283,15.112759,16.114224,16.132563,16.152011,16.092164,15.148602,16.068438,52.586298,12.251178,89.037966,84.021462
"EL000000","OVEG","EGAS",,,,,,,,,,1392.908572,1392.021594,1391.758919,1391.820649,2119.936075,2122.651827,2123.633853,2128.916682,2923.113976,2129.624585,2920.525531,2126.946231,2126.661044,2125.831988,1075.409667,1479.829924,1573.623262
"EL000000","OVEG","ELEC",,,,,,,,,,1.490012,0.198314,0.465864,0.629327,0.667671,0.60069,0.366985,2.108342,1.021434,1.156806,0.723096,1.21583,0.437909,1.853831,3.83251,4.301061,3.189039
"EL000000","OVEG","ELUB",,,,,,,,,,3.557497,3.75325,3.47327,4.624095,4.476047,3.652722,3.190675,4.029693,1.924832,3.500908,3.390112,3.302783,3.148285,7.270116,6.657935,8.527847,7.997157
"EL000000","OVEG","INPO",,,,,,,,,,55.866793,47.148301,43.678974,39.990854,44.630442,44.068786,57.446526,55.481828,82.084864,66.635936,99.701889,89.097021,81.307403,315.168112,199.358528,872.158872,1236.19843
"EL000000","OVEG","NITF",156.798013,157.936781,156.371249,121.74589,123.427582,161.521836,165.79614,126.137564,124.462695,128.431594,124.009114,126.108424,128.357238,127.246164,130.764326,126.75322,128.835918,134.193389,126.934297,124.081993,115.237499,114.536445,121.08506,111.45383,105.496989,84.507177
"EL000000","OVEG","PHOF",45.019583,45.385204,45.730197,44.687648,44.903153,46.22248,47.247472,46.290669,45.542246,45.133761,44.636639,44.370798,44.473309,44.546918,44.41184,43.658764,44.460441,43.321572,43.884668,41.399504,38.27674,37.948692,38.32839,37.634101,37.392313,29.577512
"EL000000","OVEG","PLAP",,,,,,,,,,76.86593,74.375225,75.704957,278.466349,281.892591,120.811374,164.104482,200.81396,116.510888,174.178272,82.819534,83.744841,77.770838,188.488987,167.894544,272.505004,289.09927
"EL000000","OVEG","POTF",33.188997,33.092319,33.378667,33.345972,33.766267,34.184584,34.19525,34.221365,34.118695,34.34721,34.298783,34.400265,34.386031,34.388568,34.272795,33.757231,34.859273,34.70294,34.662318,34.705131,34.206487,34.623686,34.312548,34.169523,34.31595,25.352153
"EL000000","OVEG","REPB",,,,,,,,,,4.850511,4.869002,4.895318,4.96569,5.693697,5.546187,6.492377,8.223343,8.142683,9.755947,12.90234,12.767774,15.930196,17.971501,22.317638,26.089016,33.048551
"EL000000","OVEG","REPM",,,,,,,,,,56.137656,46.503502,54.405942,61.46136,68.464311,39.340336,49.14227,75.939344,49.476091,58.616,61.901057,69.974273,67.877066,145.833165,180.843121,222.894225,276.573062
"EL000000","OVEG","SEED",,,,,,,,,,65.866696,72.212341,73.235913,74.167179,84.466029,75.092184,73.791438,100.114677,98.564072,106.783596,89.403645,87.249441,110.04446,226.88482,156.299773,447.73778,507.128601
"EL000000","PARI","EFUL",,,,,,,,,,809.672392,805.70611,809.845367,808.748895,810.149327,801.064153,755.637959,805.711177,806.628135,807.600567,738.415139,520.56993,605.757466,376.223945,378.251237,390.647233,367.233672
"EL000000","PARI","EGAS",,,,,,,,,,2.037013,1.96364,1.93489,2.25853,1.594842,1.762302,1.875567,1.512825,1.520101,1.458461,1.312051,1.194884,1.391403,0.212583,1.867534,1.858897,1.974226
"EL000000","PARI","ELEC",,,,,,,,,,4.535954,3.893489,4.628752,7.645002,4.623725,6.273188,4.138832,4.856772,4.37362,3.991593,3.425097,3.720915,2.771057,3.347344,6.133898,6.13882,5.711741
"EL000000","PARI","ELUB",,,,,,,,,,20.803333,22.250536,20.871888,44.31109,26.105373,30.518456,24.849438,25.478028,25.574502,24.939828,21.563637,17.89564,20.348842,18.047027,17.626021,18.219066,17.014253
"EL000000","PARI","INPO",,,,,,,,,,469.753067,426.666331,394.979009,364.073224,324.638698,347.758392,374.562011,338.089339,465.796433,372.469228,401.529702,255.907854,206.591408,146.16122,165.618916,157.424308,248.382724
"EL000000","PARI","NITF",416.205834,424.88846,417.424532,322.599902,329.02224,435.348629,448.886467,336.421025,329.359074,344.458736,335.255612,340.692798,349.733505,343.982654,354.215943,340.695859,352.345465,365.498008,344.688451,335.312109,305.720293,301.938478,301.342243,274.802711,255.574736,220.377191
"EL000000","PARI","PHOF",105.604986,107.555631,107.173124,106.608536,107.509317,109.279387,110.751301,110.571104,108.916756,110.081354,109.668112,109.605711,110.141226,109.23528,109.132316,106.323499,110.406581,107.020773,108.301266,100.200084,88.331018,86.373314,83.689128,81.006011,79.579298,70.120015
"EL000000","PARI","PLAP",,,,,,,,,,407.865786,535.262941,588.212727,31.207221,26.171129,24.801801,21.977306,21.594395,23.230895,19.96693,123.425111,122.745817,128.300438,59.184785,71.441104,65.741765,72.370911
"EL000000","PARI","POTF",281.522783,284.324486,284.312555,285.856277,289.179653,296.425835,301.343171,297.553365,291.877231,298.352276,297.6808,299.987552,300.715337,299.071594,297.666933,292.121923,307.966222,304.195202,301.721859,300.716424,291.619622,293.031539,275.386539,276.00468,271.918327,240.411481
"EL000000","PARI","REPB",,,,,,,,,,1.733981,1.907797,1.911745,2.097446,1.814917,2.038881,1.889939,2.194285,2.079809,2.43392,2.696849,2.337404,2.83928,2.439954,2.904661,3.368473,3.984255
"EL000000","PARI","REPM",,,,,,,,,,46.858494,57.979675,71.052727,107.446808,71.538816,88.637388,56.385643,49.334487,46.802366,41.300951,37.640796,25.198226,28.102291,23.075597,30.446883,30.365935,35.344412
"EL000000","PARI","SEED",,,,,,,,,,393.152004,597.304144,635.840646,726.16583,669.979867,638.620075,475.225058,433.34081,547.444622,390.297881,192.355208,151.365973,208.980242,83.342032,116.68574,132.183712,151.423965
"EL000000","PIGF","ELEC",,,,,,,,,,1.987373,2.673807,2.0838,2.245348,2.463573,2.584759,2.729679,2.911417,2.782361,2.550414,2.890262,2.771389,3.071078,2.57449,0.031833,0.031599,0.049093
"EL000000","PIGF","INPO",,,,,,,,,,0.202634,0.225626,0.165764,0.14623,0.1683,0.195775,0.249317,0.180701,0.261541,0.226357,0.313576,0.252929,0.232122,0.25284,0.008351,0.006981,0.014738
"EL000000","PIGF","IPHA",,,,,,,,,,3.445765,4.573232,3.947997,3.904284,4.264344,3.663983,3.764585,3.212842,3.34807,3.055647,2.961391,2.657617,2.638127,2.904791,2.824618,2.765049,2.808428
"EL000000","PIGF","REPB",,,,,,,,,,0.017312,0.019702,0.018646,0.01815,0.021587,0.024747,0.028717,0.025564,0.025903,0.032656,0.041318,0.035771,0.047708,0.0435,0.024726,0.022669,0.053221
"EL000000","PIGF","REPM",,,,,,,,,,0.126906,0.306059,0.226648,0.218504,0.299778,0.238302,0.351213,0.06905,0.123002,0.135355,0.241099,0.157469,0.315554,0.143216,0.00302,0.002452,0.0045
"EL000000","POTA","EFUL",,,,,,,,,,268.157418,387.659379,229.358111,315.864247,348.19014,366.713263,613.955842,477.274128,655.38536,579.649699,653.744159,495.856021,652.780306,659.35867,776.259845,858.102591,690.527341
"EL000000","POTA","ELEC",,,,,,,,,,1.94889,1.213108,1.47621,1.391704,1.364869,1.477004,1.504314,1.940734,2.070216,1.584118,1.717676,1.557829,1.39163,1.717453,2.450101,2.425541,2.165254
"EL000000","POTA","ELUB",,,,,,,,,,13.842945,15.26244,11.669382,12.99848,13.542203,12.64908,15.704379,15.906153,27.846212,19.213515,27.156372,15.302682,22.063757,23.235681,19.366832,20.769866,18.005325
"EL000000","POTA","INPO",,,,,,,,,,448.376497,570.95929,441.874374,542.331541,622.323335,703.409219,1151.154181,1017.94976,1765.210181,1166.486647,2090.239018,1368.220674,1485.905781,1773.878844,1843.668475,1632.464166,2073.562209
"EL000000","POTA","NITF",191.27009,192.270651,187.303958,145.225422,147.83458,195.295901,197.817823,150.401607,148.790448,152.960641,148.288841,150.569389,154.371902,153.161399,157.51253,153.724542,162.95164,170.751727,160.103534,158.392792,143.365721,142.685677,148.839209,137.404804,129.821859,106.085516
"EL000000","POTA","PHOF",61.916919,62.212943,61.618046,60.523721,61.028695,62.824165,63.047617,62.448441,61.921143,61.337623,60.957786,60.597283,61.086441,61.203248,61.065213,60.417272,64.20154,62.909723,63.215,59.871267,53.212812,52.566039,52.861755,51.82005,51.43727,42.434206
"EL000000","POTA","PLAP",,,,,,,,,,248.480794,296.31838,249.250489,326.572379,353.033055,299.663774,376.082826,440.549057,553.304445,424.262385,1023.154258,484.711878,676.444133,512.600095,477.504266,422.028756,426.072265
"EL000000","POTA","POTF",204.551442,203.480363,201.819135,201.887629,204.305472,210.256425,209.909795,207.713193,206.868398,208.205796,207.858486,208.3641,209.515754,210.412699,209.20508,208.380527,224.694694,224.346231,221.063101,223.763907,215.793426,217.674095,214.561582,216.288869,214.938862,181.860884
"EL000000","POTA","REPB",,,,,,,,,,3.042787,3.431205,3.161117,3.458398,3.907728,4.213038,5.508078,6.483426,7.847924,7.40498,12.389423,9.298001,13.285049,13.915687,15.9197,17.446987,20.449057
"EL000000","POTA","REPM",,,,,,,,,,58.571098,65.862119,68.719768,64.285754,84.77745,75.685426,115.9517,110.19402,179.225576,102.671249,207.56178,97.41344,146.703368,166.103326,192.296492,183.016208,205.189374
"EL000000","POTA","SEED",,,,,,,,,,214.964545,294.471937,240.391552,321.547243,361.04138,292.438084,587.634566,522.712185,1838.867811,574.240689,1218.089517,495.303403,1150.924255,812.630727,894.230347,995.764291,996.524353
"EL000000","POUF","EGAS",,,,,,,,,,3.482271,3.480054,3.479397,3.479552,5.29984,5.30663,5.309085,5.322292,7.307785,5.324061,7.301314,5.317366,5.316653,5.31458,0.523516,0.523687,0.523742
"EL000000","POUF","ELEC",,,,,,,,,,100.393714,184.121317,112.623424,137.852767,159.360423,188.946368,222.04003,263.052177,258.033662,218.367966,273.539685,248.900499,293.952449,206.844154,2.652757,2.633287,3.948987
"EL000000","POUF","INPO",,,,,,,,,,3.714989,5.809684,2.611842,2.326753,2.448799,2.738969,3.563348,3.433724,5.06612,4.389933,6.275276,5.060859,4.415298,4.593001,0.190249,0.172835,0.264227
"EL000000","POUF","IPHA",,,,,,,,,,37.157506,46.345976,37.095467,33.594279,35.734604,31.565551,34.134733,33.292942,36.00759,37.742674,37.21046,32.544135,29.754419,28.482175,27.935715,26.100594,27.395322
"EL000000","POUF","REPB",,,,,,,,,,0.317708,0.32522,0.294615,0.289089,0.315097,0.347613,0.410878,0.481965,0.500573,0.634324,0.827121,0.716782,0.910693,0.793551,0.565578,0.537064,0.995972
"EL000000","POUF","REPM",,,,,,,,,,2.413441,5.165151,3.712572,3.546634,4.466264,3.420539,5.109042,1.312115,2.479627,2.739719,4.994981,3.241579,6.137504,2.729469,0.068794,0.060704,0.080679
"EL000000","PULS","EFUL",,,,,,,,,,180.066851,193.358074,193.202012,215.957344,210.215189,229.394703,205.301162,210.127585,207.784291,204.022888,173.506022,146.91543,145.619432,133.250694,126.925979,113.33549,120.543786
"EL000000","PULS","ELEC",,,,,,,,,,1.497198,1.204754,1.341936,1.319158,1.298193,1.367645,1.234424,1.574536,1.454723,1.426029,1.275934,1.334691,1.13829,1.327495,1.860976,1.795134,1.626897
"EL000000","PULS","ELUB",,,,,,,,,,7.496195,7.104155,6.661888,7.699366,7.601029,7.126755,7.67804,9.01783,8.565765,9.421206,8.30832,7.772464,8.482504,8.29848,8.067927,8.134606,7.760772
"EL000000","PULS","INPO",,,,,,,,,,57.741389,47.455819,42.754618,38.54881,38.504758,40.429642,53.203567,42.679649,57.764463,45.451993,54.736744,47.0851,37.27226,31.567496,28.883926,29.402625,39.466265
"EL000000","PULS","NITF",45.687873,46.2311,45.854825,37.212595,37.315408,47.268532,48.508701,39.266305,37.829081,37.465773,33.22483,33.069335,31.372037,29.948698,29.659821,28.673836,31.998121,33.35283,31.927175,31.38919,26.388798,27.388902,26.465564,25.583982,25.514605,82.243513
"EL000000","PULS","PHOF",43.932822,44.487695,44.906961,43.846034,44.016302,45.304267,46.320383,45.21899,44.419789,42.819279,40.229611,38.417764,37.18802,36.454596,34.149833,33.731101,37.042191,36.296173,36.925318,34.84792,30.163614,30.387042,28.939384,28.537015,28.222207,24.071272
"EL000000","PULS","PLAP",,,,,,,,,,60.073865,58.690357,59.919188,7.431501,6.93166,6.322197,6.868256,6.97416,7.134881,6.326338,33.641982,36.4982,34.555041,20.583202,22.802243,21.461764,23.464721
"EL000000","PULS","POTF",42.563091,42.609441,43.035852,43.007177,43.465836,44.087962,44.2246,43.951415,43.760068,42.842431,40.529388,38.966962,37.557391,36.719063,35.163721,34.757474,38.573746,38.59125,38.648893,38.579963,35.26378,36.057138,34.059143,33.807802,33.678629,28.083151
"EL000000","PULS","REPB",,,,,,,,,,0.473499,0.451001,0.43382,0.417284,0.436486,0.43725,0.529314,0.660905,0.598053,0.734997,0.877596,0.871798,1.020652,0.854132,0.919327,1.117057,1.302517
"EL000000","PULS","REPM",,,,,,,,,,8.871454,8.394041,9.417099,7.775177,9.175052,7.942601,9.050631,9.874419,8.419696,8.79966,9.487375,7.746787,8.424278,7.473836,8.468895,9.057989,9.925918
"EL000000","PULS","SEED",,,,,,,,,,54.661441,61.176909,61.367242,60.625469,61.075519,57.210299,57.717431,67.419291,63.014948,65.914215,45.63519,42.97614,51.348475,28.296502,34.997464,39.65114,45.998887
"EL000000","ROOF","EFUL",,,,,,,,,,487.328303,504.991948,522.123215,487.966359,480.681532,518.201767,404.689497,340.205198,351.363078,348.941608,295.838937,262.272561,245.180318,236.070135,223.544335,178.613838,208.841421
"EL000000","ROOF","ELEC",,,,,,,,,,1.21293,1.227348,1.250008,1.188882,1.190692,1.229271,1.13215,1.086115,1.098007,1.104689,1.070337,1.049364,1.032682,1.039364,1.062318,1.035614,1.039699
"EL000000","ROOF","ELUB",,,,,,,,,,12.587096,11.686909,11.359962,12.706795,12.382782,11.722224,12.530467,13.883844,13.450017,14.140347,12.061204,12.109869,13.02337,12.466612,12.198073,12.067252,11.7177
"EL000000","ROOF","INPO",,,,,,,,,,28.368539,24.56765,21.652122,17.82936,17.01594,18.974291,17.708827,14.349814,18.252711,15.997173,20.001083,17.942178,14.590281,18.612715,17.536136,17.136559,21.688303
"EL000000","ROOF","NITF",120.434766,120.724271,119.278396,93.082901,93.907137,121.890956,124.745622,95.602016,93.801133,95.972643,92.680036,94.447048,95.52869,94.550942,97.038054,93.936626,95.54433,99.204337,93.918292,91.687851,84.806057,84.379614,88.5713,81.844383,77.881011,61.52189
"EL000000","ROOF","PHOF",49.18993,49.340595,49.593062,48.403296,48.469416,49.616415,50.500711,49.481777,48.651344,47.910809,47.565296,47.225017,47.187632,47.239792,47.037922,46.20753,47.031406,45.709176,46.29684,43.514962,40.047253,39.57523,39.914094,39.093966,38.776424,30.760945
"EL000000","ROOF","PLAP",,,,,,,,,,32.984804,32.830969,33.892609,4.646488,4.54306,4.089022,3.543599,3.780195,3.687807,3.484131,21.609407,21.783459,19.581146,18.29897,18.499265,17.30614,17.469003
"EL000000","ROOF","POTF",208.608606,206.944784,208.107754,207.771719,208.81644,212.588797,214.402796,210.946446,209.397541,210.146427,209.962112,210.210111,209.547421,210.270035,208.658046,206.372789,213.296053,211.25642,209.822688,209.303072,206.665725,207.318717,206.830104,206.975904,205.055911,170.894138
"EL000000","ROOF","REPB",,,,,,,,,,0.27889,0.27991,0.267487,0.264993,0.267056,0.277351,0.277102,0.350907,0.296098,0.386623,0.451591,0.457793,0.547926,0.619937,0.655787,0.725858,0.841106
"EL000000","ROOF","REPM",,,,,,,,,,4.904642,4.976236,5.474944,4.636418,5.170583,4.745459,4.286046,4.630996,3.730781,4.175832,4.485853,3.784515,4.298193,5.348329,5.839976,5.7793,6.079911
"EL000000","ROOF","SEED",,,,,,,,,,29.899957,34.077069,34.639449,32.76499,32.465058,32.002134,24.167428,29.062564,28.348804,31.333731,24.05125,23.005911,28.643872,25.560442,29.063209,33.000427,34.346161
"EL000000","RYEM","EFUL",,,,,,,,,,390.893418,448.623243,512.753689,448.552807,429.1842,453.237409,376.539971,288.128331,311.470843,296.620333,278.667364,248.71865,236.287793,111.74509,123.755183,132.339299,119.466337
"EL000000","RYEM","EGAS",,,,,,,,,,1.948659,1.848966,1.856725,1.834797,1.552023,1.625618,1.856698,1.631378,1.404364,1.490518,1.532835,1.661089,1.719559,0.394753,1.936622,1.91811,1.95293
"EL000000","RYEM","ELEC",,,,,,,,,,3.686346,2.580592,3.198661,2.826955,2.750186,2.949402,2.519755,3.302785,3.284039,3.045761,2.614755,2.589007,2.197945,2.718001,4.566508,4.865812,4.243324
"EL000000","RYEM","ELUB",,,,,,,,,,15.925379,15.793697,14.796512,15.788999,15.634189,14.585542,14.962939,16.616175,15.865388,18.000984,16.36132,15.081507,16.377661,15.191605,15.013553,15.494573,14.520609
"EL000000","RYEM","INPO",,,,,,,,,,16.83517,15.287421,16.757452,14.63907,14.166098,15.350834,17.630672,15.198401,19.360457,15.784392,19.470452,18.27498,14.955073,12.015535,12.685718,13.90093,15.711575
"EL000000","RYEM","NITF",86.779806,88.886225,87.460126,68.600102,70.847439,93.61001,94.851925,75.520912,75.686306,77.591586,74.147888,75.683314,76.432943,74.333131,76.238274,73.242525,72.828222,73.036422,70.090241,68.811564,64.543119,65.915392,69.026445,62.718353,67.704481,45.858131
"EL000000","RYEM","PHOF",36.655066,37.553626,37.453734,36.12085,37.197355,39.258156,39.721771,39.884281,40.042581,39.462311,38.764437,38.397332,38.413803,37.762973,37.499054,36.549577,36.26801,33.938902,34.787321,33.048305,31.409723,31.965177,32.055801,30.835833,34.954462,23.101711
"EL000000","RYEM","PLAP",,,,,,,,,,21.226107,21.360333,25.456386,34.738739,30.545172,26.511243,26.347175,25.395651,26.873567,23.02839,18.87364,20.147411,18.337528,11.169413,12.3169,12.923494,11.594622
"EL000000","RYEM","POTF",55.899914,57.48514,54.98305,53.5465,58.431369,63.316708,60.8182,66.672543,71.068544,71.42343,69.928421,69.490643,69.530875,67.926246,65.788589,64.663959,63.098139,57.281679,58.444608,56.99778,58.710375,63.212478,65.76197,61.214275,87.712819,46.02633
"EL000000","RYEM","REPB",,,,,,,,,,0.224347,0.229751,0.243436,0.250546,0.257817,0.2701,0.298013,0.380515,0.324733,0.404488,0.47145,0.488526,0.571068,0.438041,0.507894,0.612219,0.664543
"EL000000","RYEM","REPM",,,,,,,,,,3.835048,3.919261,4.844493,4.253399,4.840197,4.389995,4.528114,5.017082,4.114088,4.346454,4.664084,4.035257,4.45804,3.686139,4.45713,4.821897,4.763598
"EL000000","RYEM","SEED",,,,,,,,,,18.545466,21.292141,25.389367,25.262398,25.005191,22.792544,20.62705,25.834329,23.010678,24.434985,19.932599,20.835648,26.085843,14.941789,17.941105,22.958003,21.198917
"EL000000","SCOW","ELEC",,,,,,,,,,7.841774,10.662637,8.261142,8.98523,9.992487,10.550235,6.620082,13.263805,14.08533,11.303656,12.483159,10.843759,12.572682,9.39035,0.159165,0.157997,0.225497
"EL000000","SCOW","INPO",,,,,,,,,,0.468184,1.788861,0.805984,0.926227,1.093379,0.666544,1.151644,0.503098,1.023347,0.952525,1.276224,0.538405,1.926797,0.546385,0.023787,0.019234,0.026848
"EL000000","SCOW","IPHA",,,,,,,,,,11.334888,15.537619,13.300109,12.70956,13.671835,13.109696,11.595701,12.526838,12.794798,13.12115,11.48277,10.953268,10.133357,8.005406,7.86321,7.757115,6.132293
"EL000000","SCOW","REPB",,,,,,,,,,0.042053,0.04975,0.040952,0.036507,0.062089,0.084573,0.068168,0.074707,0.103472,0.140411,0.172422,0.057114,0.140224,0.100076,0.088529,0.077409,0.072407
"EL000000","SCOW","REPM",,,,,,,,,,0.615368,0.796828,0.70157,0.558417,1.011234,1.077,0.899767,0.725223,0.99813,1.071071,1.35411,0.425473,1.021855,0.699041,0.360188,0.328123,0.451524
"EL000000","SHGF","ELEC",,,,,,,,,,0.33457,0.661626,0.389455,0.506717,0.561807,0.656234,0.726477,0.872276,0.828576,0.701634,0.916673,0.939079,1.172351,0.808869,0.010611,0.010533,0.015673
"EL000000","SHGF","INPO",,,,,,,,,,0.15388,0.24354,0.109794,0.095814,0.09627,0.110498,0.13488,0.114087,0.163116,0.141805,0.194134,0.205906,0.183961,0.202558,0.005952,0.006194,0.011543
"EL000000","SHGF","IPHA",,,,,,,,,,2.033334,2.646665,2.119789,2.009211,2.013769,1.803571,1.815945,1.564077,1.735445,1.75342,1.638211,1.775053,1.711554,2.004638,1.921422,1.707306,1.671208
"EL000000","SHGF","REPB",,,,,,,,,,0.013154,0.013763,0.01238,0.011907,0.012399,0.014014,0.015559,0.016088,0.016135,0.020461,0.025599,0.028914,0.037699,0.034913,0.017637,0.019137,0.041687
"EL000000","SHGF","REPM",,,,,,,,,,0.098463,0.218048,0.15429,0.145615,0.174242,0.135333,0.189079,0.043596,0.076965,0.085312,0.150391,0.128138,0.252619,0.119085,0.002152,0.002175,0.003524
"EL000000","SHGM","ELEC",,,,,,,,,,0.399709,0.396628,0.397547,0.395983,0.396121,0.395352,0.39005,0.467519,0.397385,0.398181,0.396889,0.392436,0.460671,0.39812,0.021222,0.021066,0.030202
"EL000000","SHGM","INPO",,,,,,,,,,0.262918,0.25554,0.230404,0.219373,0.238799,0.318107,0.388743,0.375178,0.499212,0.457288,0.593035,0.526939,0.48017,0.479023,0.018669,0.02075,0.030786
"EL000000","SHGM","IPHA",,,,,,,,,,2.570139,1.493537,2.136135,2.336225,2.308279,2.934756,2.617325,3.333045,3.19857,3.553144,3.204807,3.061675,2.923926,2.882618,2.765745,2.754995,2.83685
"EL000000","SHGM","REPB",,,,,,,,,,0.022447,0.026089,0.025458,0.026854,0.030097,0.039669,0.043899,0.052655,0.049326,0.065855,0.07813,0.074375,0.098412,0.082525,0.055303,0.06396,0.114149
"EL000000","SHGM","REPM",,,,,,,,,,0.160395,0.18057,0.168748,0.225837,0.235385,0.287913,0.359273,0.143365,0.234841,0.26949,0.448589,0.323659,0.642704,0.266813,0.006751,0.007288,0.0094
"EL000000","SOWS","EGAS",,,,,,,,,,3.482271,3.480054,3.479397,3.479552,5.29984,5.30663,5.309085,5.322292,7.307785,5.324061,7.301314,5.317366,5.316653,5.31458,0.523516,0.523687,0.523742
"EL000000","SOWS","ELEC",,,,,,,,,,1.920685,2.710594,2.107713,2.372874,2.531897,2.584334,2.719743,2.958456,2.859521,2.436366,2.830138,2.376313,2.935643,2.531332,0.031833,0.031599,0.048935
"EL000000","SOWS","INPO",,,,,,,,,,1.779118,3.236257,1.458706,1.374141,1.448043,1.560003,1.919333,1.478592,2.322375,1.603258,2.438125,1.877898,2.317968,2.004594,0.083412,0.077351,0.112645
"EL000000","SOWS","IPHA",,,,,,,,,,16.328428,20.741876,18.796206,18.567314,19.878003,16.91189,17.014394,13.194461,15.505366,12.400572,13.001259,10.535178,11.44284,11.762464,11.339,10.555315,10.462725
"EL000000","SOWS","REPB",,,,,,,,,,0.151951,0.160779,0.163983,0.170321,0.186098,0.19802,0.221667,0.209085,0.229591,0.232435,0.32174,0.265454,0.374092,0.344244,0.251828,0.248799,0.423965
"EL000000","SOWS","REPM",,,,,,,,,,1.101275,2.519521,1.999528,2.082326,2.611528,1.905461,2.709629,0.565008,1.082593,0.983196,1.871786,1.155031,2.437886,1.123434,0.030162,0.027167,0.035147
"EL000000","SOYA","EFUL",,,,,,,,,,30.362715,30.213979,,30.328084,30.3806,129.587091,99.125039,45.610145,43.217014,,,,,,1.589675,1.574619,1.563096
"EL000000","SOYA","EGAS",,,,,,,,,,1.143957,1.917793,,1.941702,1.953447,1.992806,1.992508,1.989073,1.990892,,,,,,0.020941,0.020947,0.02095
"EL000000","SOYA","ELEC",,,,,,,,,,0.399709,1.176358,,1.439133,1.533429,1.942499,1.884639,1.859301,1.850388,,,,,,0.021222,0.021066,0.020881
"EL000000","SOYA","ELUB",,,,,,,,,,2.356541,7.231507,,8.914853,9.308195,10.546246,11.778183,13.322428,12.777669,,,,,,0.145893,0.149752,0.141497
"EL000000","SOYA","INPO",,,,,,,,,,0.178601,0.229414,,0.25871,0.258719,5.152331,5.607364,1.273153,0.691176,,,,,,0.000044,0.000046,0.000054
"EL000000","SOYA","NITF",108.853099,109.481282,107.268492,83.863791,84.386894,109.148703,111.322179,85.238607,82.964287,85.041203,81.53825,,82.936357,80.794549,83.422727,80.67014,82.388747,85.29357,,,,,,69.470963,66.3381,206.178211
"EL000000","SOYA","PHOF",95.98367,96.364684,95.801795,94.450287,94.414644,95.373913,95.781835,94.517769,93.428277,92.849649,92.042477,,90.092463,88.819686,88.988178,87.351837,89.210029,86.474148,,,,,,70.046628,69.125775,56.876748
"EL000000","SOYA","PLAP",,,,,,,,,,1.263367,3.165095,,4.852291,4.578951,16.947871,15.418474,8.818035,7.7434,,,,,,0.000386,0.00037,0.000362
"EL000000","SOYA","POTF",114.419257,113.889056,113.633896,113.325792,113.756065,115.478087,115.877043,113.690175,112.191091,112.805061,112.150666,,110.511094,109.202812,109.063985,107.707877,111.655212,110.369385,,,,,,106.308641,105.459846,85.315122
"EL000000","SOYA","REPB",,,,,,,,,,0.003666,0.005082,,0.006592,0.006912,0.136525,0.135728,0.038747,0.014328,,,,,,0.000055,0.000002,0.000006
"EL000000","SOYA","REPM",,,,,,,,,,0.058967,0.08205,,0.105901,0.12156,2.095199,1.95536,0.49015,0.173904,,,,,,0.000016,0.000016,0.000017
"EL000000","SOYA","SEED",,,,,,,,,,0.872273,3.027475,,4.113122,4.249246,14.4447,12.532736,9.990671,8.537144,,,,,,0.000584,0.00069,0.000686
"EL000000","SUGB","EFUL",,,,,,,,,,175.741051,210.440259,209.356249,209.387186,186.132961,182.740054,144.382959,165.974072,139.29754,142.977532,174.161945,136.068439,143.883002,202.346489,185.511235,198.767447,177.331554
"EL000000","SUGB","ELEC",,,,,,,,,,1.870128,1.18106,1.462456,1.365689,1.317527,1.327872,1.180818,1.933836,1.677364,1.583568,1.365906,1.461073,1.164001,1.368042,1.559683,1.580292,1.742642
"EL000000","SUGB","ELUB",,,,,,,,,,9.59914,9.443844,8.566871,9.346256,9.214748,8.377117,8.438232,10.166923,9.323995,10.938986,10.592177,9.219831,10.19152,10.796289,10.293212,10.72446,10.025235
"EL000000","SUGB","INPO",,,,,,,,,,276.966923,320.652855,355.961521,315.305993,292.707638,337.464703,334.29376,350.569882,307.190212,253.58325,284.680398,267.379544,243.186786,248.287385,203.282678,152.405389,199.217268
